Time,GSR
1935895,772
1935905,747
1935916,769
1935926,747
1935936,769
1935946,750
1935956,767
1935966,747
1935976,769
1935986,750
1935996,767
1936006,747
1936016,769
1936026,750
1936036,767
1936046,747
1936056,769
1936075,767
1936078,765
1936087,752
1936097,767
1936107,754
1936117,766
1936128,757
1936137,767
1936147,754
1936157,766
1936167,757
1936177,767
1936187,753
1936197,766
1936207,757
1936217,767
1936227,753
1936237,766
1936247,756
1936257,767
1936267,753
1936277,766
1936287,756
1936297,766
1936307,752
1936317,766
1936327,756
1936337,766
1936347,752
1936357,766
1936367,756
1936377,765
1936387,752
1936397,767
1936407,755
1936417,766
1936428,758
1936438,765
1936448,758
1936458,765
1936468,760
1936478,765
1936488,758
1936498,764
1936508,760
1936518,765
1936528,758
1936538,765
1936548,760
1936558,765
1936568,758
1936578,765
1936588,760
1936599,764
1936609,761
1936619,763
1936629,763
1936640,762
1936649,761
1936659,763
1936669,762
1936679,762
1936689,761
1936699,763
1936709,762
1936719,762
1936729,761
1936739,763
1936749,762
1936769,761
1936772,764
1936781,760
1936791,763
1936801,760
1936812,764
1936822,760
1936832,764
1936842,760
1936852,764
1936862,760
1936872,764
1936882,760
1936892,764
1936902,760
1936912,764
1936922,760
1936932,764
1936942,760
1936952,764
1936962,760
1936972,764
1936983,759
1936993,765
1937003,759
1937013,769
1937024,751
1937033,765
1937043,759
1937053,768
1937063,752
1937073,765
1937083,759
1937093,768
1937103,753
1937113,765
1937123,759
1937133,767
1937143,754
1937153,765
1937163,759
1937173,766
1937183,755
1937193,773
1937203,759
1937213,765
1937223,756
1937233,773
1937243,759
1937253,765
1937263,757
1937273,773
1937283,759
1937293,765
1937303,758
1937313,773
1937324,748
1937334,774
1937344,744
1937354,772
1937364,748
1937374,774
1937384,744
1937394,772
1937404,747
1937423,744
1937426,751
1937435,769
1937445,750
1937455,769
1937465,747
1937475,769
1937485,750
1937495,770
1937505,747
1937515,769
1937525,750
1937536,767
1937545,747
1937555,769
1937565,750
1937575,768
1937585,747
1937595,769
1937605,749
1937615,768
1937625,747
1937635,769
1937645,749
1937655,768
1937665,747
1937675,769
1937685,749
1937695,768
1937705,751
1937715,769
1937725,749
1937735,768
1937745,751
1937755,769
1937765,748
1937775,768
1937785,751
1937795,769
1937805,748
1937815,768
1937825,751
1937836,767
1937846,752
1937856,767
1937866,756
1937876,766
1937886,752
1937896,767
1937906,756
1937916,766
1937926,752
1937936,767
1937946,755
1937956,766
1937966,752
1937976,767
1937986,755
1937996,766
1938007,758
1938017,766
1938027,758
1938037,765
1938048,760
1938057,766
1938067,758
1938077,765
1938097,764
1938100,761
1938109,762
1938119,761
1938129,763
1938139,762
1938149,762
1938159,761
1938169,763
1938179,762
1938189,762
1938199,761
1938209,763
1938220,760
1938230,763
1938240,760
1938250,763
1938260,760
1938270,763
1938280,760
1938290,763
1938300,760
1938310,763
1938320,760
1938330,763
1938340,760
1938350,763
1938360,760
1938370,763
1938380,760
1938391,763
1938401,760
1938411,764
1938421,760
1938432,764
1938441,760
1938451,764
1938461,760
1938471,764
1938481,760
1938491,764
1938501,760
1938511,764
1938521,760
1938531,764
1938541,760
1938551,764
1938561,760
1938571,764
1938581,760
1938591,764
1938601,759
1938611,764
1938621,760
1938631,764
1938641,759
1938651,764
1938661,760
1938671,764
1938681,759
1938691,764
1938701,760
1938711,764
1938721,759
1938732,765
1938742,759
1938752,765
1938762,758
1938772,773
1938791,764
1938794,769
1938803,744
1938813,771
1938823,748
1938833,774
1938843,744
1938853,772
1938863,748
1938873,774
1938883,744
1938893,772
1938903,749
1938913,774
1938923,744
1938933,772
1938944,747
1938953,774
1938963,745
1938973,773
1938983,746
1938993,774
1939003,745
1939013,773
1939023,746
1939033,774
1939043,745
1939053,774
1939063,745
1939073,774
1939083,745
1939093,773
1939103,745
1939113,770
1939123,745
1939133,774
1939143,745
1939153,770
1939163,745
1939173,774
1939183,744
1939193,771
1939203,746
1939213,774
1939223,744
1939233,771
1939244,747
1939254,769
1939264,748
1939274,768
1939284,751
1939294,769
1939304,748
1939314,768
1939324,751
1939334,769
1939344,748
1939354,768
1939364,750
1939374,770
1939384,748
1939394,768
1939404,750
1939415,768
1939425,752
1939435,767
1939445,756
1939456,766
1939465,752
1939475,767
1939494,765
1939497,764
1939506,758
1939516,766
1939526,758
1939536,765
1939546,757
1939556,766
1939566,758
1939576,765
1939586,757
1939596,766
1939606,758
1939616,765
1939627,760
1939636,766
1939646,758
1939656,765
1939666,760
1939676,766
1939686,758
1939696,765
1939706,759
1939716,766
1939726,758
1939736,765
1939746,759
1939756,766
1939766,758
1939776,765
1939786,759
1939796,765
1939806,757
1939816,765
1939826,759
1939836,765
1939846,758
1939856,765
1939866,759
1939876,765
1939886,758
1939896,765
1939906,759
1939916,765
1939927,761
1939937,764
1939947,762
1939957,763
1939968,762
1939977,764
1939987,762
1939997,763
1940007,762
1940017,764
1940027,761
1940037,763
1940047,762
1940057,764
1940067,762
1940077,763
1940087,762
1940097,764
1940107,761
1940117,764
1940127,762
1940137,762
1940147,761
1940157,764
1940167,762
1940177,762
1940187,761
1940206,761
1940209,764
1940218,761
1940228,762
1940238,761
1940248,763
1940258,760
1940268,762
1940278,762
1940288,763
1940298,761
1940308,763
1940318,762
1940328,763
1940338,761
1940348,763
1940358,762
1940368,763
1940378,761
1940388,763
1940398,762
1940408,763
1940418,761
1940428,763
1940439,761
1940449,763
1940459,760
1940469,763
1940480,760
1940489,763
1940499,760
1940509,763
1940519,760
1940529,763
1940539,760
1940549,763
1940559,760
1940569,763
1940579,760
1940589,763
1940599,760
1940609,763
1940619,760
1940629,763
1940639,760
1940649,764
1940659,760
1940669,763
1940679,760
1940689,764
1940699,761
1940709,763
1940719,760
1940729,764
1940739,761
1940749,763
1940759,760
1940769,764
1940780,760
1940790,764
1940800,760
1940810,765
1940820,759
1940830,764
1940840,760
1940850,765
1940860,759
1940870,764
1940889,763
1940892,773
1940901,751
1940911,765
1940921,759
1940931,770
1940941,751
1940951,764
1940961,759
1940971,770
1940981,752
1940992,774
1941001,759
1941011,768
1941021,753
1941031,774
1941041,759
1941051,767
1941061,754
1941071,774
1941081,759
1941091,767
1941101,755
1941111,773
1941121,759
1941131,766
1941141,756
1941151,773
1941161,746
1941171,765
1941181,757
1941191,773
1941201,747
1941211,765
1941221,758
1941231,772
1941241,748
1941251,765
1941261,759
1941271,772
1941281,748
1941292,774
1941302,744
1941312,772
1941322,747
1941332,769
1941342,745
1941352,772
1941362,747
1941372,770
1941382,745
1941392,773
1941402,747
1941412,770
1941422,745
1941432,773
1941442,746
1941452,770
1941463,748
1941473,769
1941483,749
1941493,768
1941504,752
1941513,769
1941523,749
1941533,768
1941543,752
1941562,747
1941565,757
1941574,766
1941584,757
1941594,767
1941604,754
1941614,766
1941624,757
1941634,767
1941644,754
1941654,766
1941664,757
1941675,766
1941684,754
1941694,766
1941704,757
1941714,766
1941724,753
1941734,766
1941744,757
1941754,766
1941764,753
1941774,766
1941784,757
1941794,766
1941804,753
1941814,766
1941824,756
1941834,766
1941844,757
1941854,767
1941864,756
1941874,766
1941884,757
1941894,767
1941904,756
1941914,766
1941924,757
1941934,767
1941944,756
1941954,766
1941964,757
1941975,766
1941985,758
1941995,765
1942005,760
1942016,764
1942025,758
1942035,765
1942045,760
1942055,764
1942065,758
1942075,765
1942085,760
1942095,764
1942105,758
1942115,765
1942125,760
1942135,764
1942145,758
1942155,766
1942165,760
1942175,764
1942185,761
1942195,766
1942205,759
1942215,765
1942225,761
1942235,766
1942254,764
1942257,761
1942266,762
1942276,764
1942286,762
1942296,763
1942306,763
1942316,764
1942326,762
1942336,762
1942346,762
1942356,762
1942366,762
1942376,762
1942386,762
1942396,762
1942406,762
1942416,762
1942426,762
1942436,762
1942446,761
1942456,763
1942466,762
1942476,762
1942487,763
1942497,761
1942507,763
1942517,761
1942528,763
1942537,761
1942547,763
1942557,761
1942567,763
1942577,761
1942587,763
1942597,761
1942607,763
1942617,761
1942627,763
1942637,761
1942647,763
1942657,761
1942667,763
1942677,761
1942687,763
1942697,760
1942707,763
1942717,761
1942727,763
1942737,760
1942747,763
1942757,761
1942767,763
1942777,760
1942787,763
1942797,761
1942807,763
1942817,760
1942828,763
1942838,760
1942848,764
1942858,760
1942868,764
1942878,760
1942888,764
1942898,760
1942908,764
1942918,760
1942928,764
1942938,760
1942948,764
1942967,763
1942970,770
1942979,759
1942989,765
1942999,760
1943009,764
1943019,760
1943029,765
1943040,759
1943049,764
1943059,759
1943069,765
1943079,759
1943089,764
1943099,760
1943109,765
1943119,759
1943129,764
1943139,760
1943149,764
1943159,759
1943169,764
1943179,760
1943189,764
1943199,759
1943209,765
1943219,760
1943229,764
1943239,759
1943249,765
1943259,760
1943269,764
1943279,759
1943289,765
1943299,760
1943309,764
1943319,759
1943329,765
1943340,759
1943350,770
1943360,750
1943370,774
1943380,745
1943390,770
1943400,751
1943410,774
1943420,745
1943430,770
1943440,751
1943450,774
1943460,745
1943470,769
1943480,753
1943490,774
1943500,745
1943511,773
1943521,745
1943531,770
1943541,748
1943552,769
1943561,745
1943571,771
1943581,748
1943591,769
1943601,745
1943611,771
1943621,749
1943631,770
1943641,745
1943651,771
1943661,748
1943671,770
1943681,745
1943691,771
1943710,769
1943713,766
1943723,754
1943732,769
1943742,751
1943752,767
1943762,753
1943772,768
1943782,751
1943792,767
1943802,753
1943812,769
1943822,750
1943832,768
1943842,753
1943852,769
1943862,750
1943872,768
1943882,752
1943892,767
1943902,750
1943912,768
1943922,752
1943932,767
1943942,750
1943952,768
1943962,752
1943972,767
1943982,749
1943992,768
1944002,752
1944012,767
1944023,755
1944033,766
1944043,757
1944053,766
1944064,758
1944073,766
1944083,757
1944093,766
1944103,758
1944113,766
1944123,757
1944133,766
1944143,758
1944153,766
1944163,757
1944173,766
1944183,758
1944193,766
1944203,757
1944213,766
1944223,758
1944233,766
1944243,757
1944253,766
1944263,758
1944273,766
1944283,757
1944293,766
1944303,758
1944313,766
1944323,757
1944333,766
1944343,758
1944353,766
1944364,759
1944374,765
1944384,761
1944403,760
1944407,764
1944415,763
1944425,762
1944435,762
1944445,763
1944455,763
1944465,762
1944475,762
1944485,763
1944495,763
1944505,762
1944515,762
1944525,763
1944535,763
1944545,762
1944555,762
1944565,763
1944576,761
1944585,762
1944595,762
1944605,763
1944615,761
1944625,762
1944635,763
1944645,762
1944655,762
1944665,762
1944675,763
1944685,762
1944695,761
1944705,762
1944715,762
1944725,762
1944735,762
1944745,763
1944755,763
1944765,762
1944775,761
1944785,763
1944795,763
1944805,763
1944815,761
1944825,763
1944835,763
1944845,762
1944855,762
1944865,763
1944876,761
1944886,763
1944896,760
1944906,763
1944916,760
1944926,764
1944936,760
1944946,763
1944956,761
1944966,764
1944976,760
1944986,763
1944996,761
1945006,764
1945016,761
1945026,763
1945036,761
1945047,764
1945057,760
1945067,764
1945086,763
1945090,775
1945099,755
1945109,774
1945119,746
1945129,774
1945139,755
1945149,774
1945159,747
1945169,774
1945179,756
1945189,773
1945199,747
1945209,774
1945219,757
1945229,773
1945239,748
1945249,774
1945260,744
1945270,772
1945280,748
1945290,770
1945300,748
1945310,772
1945320,748
1945330,770
1945340,748
1945350,772
1945360,747
1945370,770
1945380,748
1945390,773
1945400,747
1945410,770
1945420,747
1945431,769
1945441,750
1945451,768
1945461,752
1945472,767
1945481,750
1945491,768
1945501,752
1945511,767
1945521,749
1945531,768
1945541,752
1945551,767
1945561,749
1945571,768
1945581,752
1945591,767
1945601,749
1945611,768
1945621,752
1945631,767
1945641,755
1945651,768
1945661,751
1945671,767
1945681,755
1945691,768
1945701,752
1945711,767
1945721,754
1945731,769
1945741,751
1945751,767
1945761,753
1945781,755
1945784,763
1945793,765
1945803,761
1945814,764
1945823,759
1945833,765
1945843,761
1945853,764
1945863,759
1945873,765
1945883,761
1945893,764
1945903,759
1945913,764
1945923,761
1945933,764
1945943,759
1945953,765
1945963,761
1945973,764
1945984,762
1945993,765
1946003,761
1946013,764
1946023,762
1946033,765
1946043,760
1946053,764
1946063,762
1946073,765
1946083,760
1946093,764
1946103,761
1946113,765
1946123,760
1946133,764
1946143,761
1946153,763
1946163,760
1946173,764
1946183,761
1946193,763
1946203,760
1946213,764
1946223,761
1946233,764
1946243,759
1946253,764
1946263,761
1946273,764
1946284,762
1946294,763
1946304,762
1946314,762
1946324,763
1946334,763
1946344,762
1946354,762
1946364,763
1946374,763
1946384,763
1946394,762
1946404,763
1946414,763
1946424,763
1946434,762
1946444,763
1946455,761
1946465,763
1946475,761
1946494,760
1946498,760
1946507,765
1946517,760
1946527,765
1946537,759
1946547,764
1946557,759
1946567,765
1946577,759
1946587,764
1946597,759
1946607,765
1946617,759
1946627,764
1946637,759
1946647,765
1946657,759
1946668,766
1946678,755
1946688,773
1946698,746
1946708,774
1946718,756
1946728,773
1946738,746
1946748,774
1946758,757
1946768,773
1946778,747
1946788,774
1946798,758
1946808,772
1946818,748
1946828,774
1946839,744
1946849,772
1946859,747
1946869,770
1946880,748
1946889,772
1946899,747
1946909,770
1946919,748
1946929,772
1946939,747
1946949,770
1946959,748
1946969,772
1946979,747
1946989,770
1946999,748
1947009,773
1947019,746
1947029,770
1947039,748
1947049,769
1947059,746
1947069,770
1947079,748
1947089,769
1947099,745
1947109,770
1947119,748
1947129,769
1947139,745
1947149,770
1947159,748
1947169,769
1947189,768
1947192,766
1947201,757
1947211,765
1947222,758
1947231,766
1947241,757
1947251,765
1947261,758
1947271,766
1947281,757
1947291,765
1947301,758
1947311,766
1947321,757
1947331,766
1947341,757
1947351,766
1947361,757
1947371,766
1947381,757
1947392,766
1947401,757
1947411,766
1947421,757
1947431,766
1947441,756
1947451,766
1947461,757
1947471,766
1947481,756
1947491,766
1947501,757
1947511,765
1947521,756
1947531,766
1947541,757
1947551,766
1947561,758
1947571,766
1947581,757
1947591,765
1947601,758
1947611,766
1947621,757
1947631,766
1947641,758
1947651,766
1947661,757
1947671,766
1947681,758
1947692,765
1947702,760
1947712,764
1947722,761
1947732,764
1947742,759
1947752,765
1947762,761
1947772,764
1947782,759
1947792,765
1947802,761
1947812,764
1947822,759
1947841,760
1947844,763
1947853,762
1947863,762
1947873,763
1947883,762
1947893,762
1947904,763
1947913,762
1947923,762
1947933,762
1947943,763
1947953,763
1947963,762
1947973,762
1947983,763
1947993,763
1948003,762
1948013,762
1948023,763
1948033,763
1948043,762
1948053,762
1948063,763
1948073,761
1948083,762
1948093,762
1948103,763
1948113,761
1948123,762
1948133,762
1948143,763
1948153,761
1948163,762
1948173,762
1948183,763
1948193,761
1948204,763
1948214,761
1948224,763
1948234,760
1948244,763
1948254,761
1948264,763
1948274,760
1948284,763
1948294,761
1948304,763
1948314,760
1948324,763
1948334,761
1948344,763
1948354,760
1948364,763
1948375,760
1948385,764
1948395,760
1948405,764
1948416,760
1948425,764
1948435,760
1948445,764
1948455,760
1948465,764
1948475,760
1948485,764
1948495,760
1948505,764
1948515,760
1948534,759
1948537,744
1948546,765
1948556,759
1948566,765
1948576,759
1948587,770
1948596,759
1948606,765
1948616,759
1948626,769
1948636,759
1948646,765
1948656,759
1948666,769
1948676,759
1948686,765
1948696,759
1948706,767
1948716,759
1948726,765
1948736,759
1948746,767
1948756,754
1948766,765
1948776,759
1948786,766
1948796,755
1948806,765
1948816,759
1948826,765
1948836,757
1948846,765
1948856,759
1948866,765
1948876,758
1948887,773
1948897,748
1948907,774
1948917,744
1948928,772
1948937,748
1948947,774
1948957,744
1948967,772
1948977,749
1948987,774
1948997,744
1949007,772
1949017,750
1949027,774
1949037,744
1949047,773
1949057,750
1949067,774
1949077,744
1949087,773
1949097,746
1949107,774
1949117,745
1949127,773
1949137,746
1949147,775
1949157,745
1949167,774
1949177,745
1949187,774
1949197,746
1949207,774
1949217,745
1949237,747
1949240,757
1949249,767
1949259,755
1949270,766
1949279,752
1949289,767
1949299,755
1949309,766
1949319,751
1949329,767
1949339,754
1949349,766
1949359,751
1949369,767
1949379,754
1949389,766
1949399,751
1949409,767
1949419,753
1949429,766
1949440,757
1949449,767
1949459,753
1949469,766
1949479,757
1949489,767
1949499,753
1949509,767
1949519,757
1949529,767
1949539,753
1949549,767
1949559,756
1949569,768
1949579,752
1949589,767
1949599,756
1949609,765
1949619,752
1949629,767
1949639,756
1949649,766
1949659,752
1949669,767
1949679,756
1949689,766
1949699,752
1949709,767
1949719,756
1949729,766
1949740,757
1949750,766
1949760,758
1949770,765
1949780,760
1949790,766
1949800,758
1949810,765
1949820,760
1949830,766
1949840,758
1949850,765
1949860,760
1949870,766
1949880,758
1949890,766
1949900,759
1949911,765
1949921,762
1949940,761
1949943,763
1949953,761
1949963,764
1949973,760
1949983,763
1949993,760
1950003,764
1950013,760
1950023,763
1950033,760
1950043,763
1950053,761
1950063,763
1950073,760
1950083,764
1950093,761
1950103,763
1950113,760
1950124,764
1950134,760
1950144,764
1950154,760
1950164,765
1950174,760
1950184,764
1950194,760
1950204,765
1950214,760
1950224,764
1950234,760
1950244,764
1950254,760
1950264,764
1950274,760
1950284,764
1950295,760
1950305,765
1950315,759
1950325,766
1950336,756
1950345,765
1950355,759
1950365,766
1950375,757
1950385,765
1950395,759
1950405,765
1950415,758
1950425,765
1950435,760
1950445,765
1950455,759
1950465,765
1950475,760
1950485,766
1950495,759
1950505,772
1950515,759
1950525,765
1950535,760
1950545,771
1950555,760
1950565,765
1950575,760
1950585,770
1950595,760
1950614,759
1950617,748
1950626,773
1950636,751
1950646,774
1950656,745
1950666,773
1950676,746
1950686,774
1950696,745
1950706,773
1950716,745
1950726,774
1950736,746
1950746,774
1950756,745
1950766,774
1950776,746
1950786,774
1950796,745
1950807,771
1950817,748
1950827,770
1950837,749
1950848,768
1950857,748
1950867,770
1950877,749
1950887,768
1950897,748
1950907,770
1950917,748
1950927,768
1950937,748
1950947,770
1950957,748
1950967,769
1950977,748
1950987,770
1950997,748
1951007,769
1951017,751
1951027,770
1951037,748
1951047,769
1951057,751
1951067,770
1951077,748
1951087,769
1951097,751
1951107,770
1951117,748
1951127,769
1951137,751
1951148,768
1951158,752
1951168,767
1951178,756
1951188,766
1951198,752
1951208,767
1951218,756
1951228,766
1951238,752
1951248,767
1951258,756
1951268,766
1951287,766
1951290,765
1951299,758
1951309,765
1951319,757
1951329,766
1951339,758
1951349,765
1951360,760
1951369,766
1951379,758
1951389,765
1951399,759
1951409,766
1951419,758
1951429,765
1951439,759
1951449,766
1951459,758
1951469,766
1951479,759
1951489,766
1951499,758
1951509,766
1951519,759
1951529,765
1951539,758
1951549,766
1951559,759
1951569,765
1951579,758
1951589,766
1951599,759
1951609,765
1951619,758
1951629,766
1951639,759
1951649,765
1951660,761
1951670,764
1951680,762
1951690,763
1951700,762
1951710,764
1951720,762
1951730,763
1951740,762
1951750,764
1951760,762
1951770,763
1951780,762
1951790,764
1951800,762
1951810,763
1951820,763
1951831,763
1951841,763
1951851,761
1951861,764
1951872,761
1951881,763
1951891,761
1951901,764
1951911,761
1951921,763
1951931,762
1951941,764
1951951,761
1951961,763
1951980,762
1951983,765
1951992,760
1952002,764
1952012,760
1952022,764
1952032,760
1952043,764
1952052,760
1952062,764
1952072,760
1952082,764
1952092,760
1952102,763
1952112,760
1952122,764
1952132,760
1952142,764
1952152,760
1952162,764
1952172,761
1952182,763
1952192,760
1952202,764
1952212,760
1952222,764
1952232,760
1952242,764
1952252,760
1952262,763
1952272,761
1952282,764
1952292,760
1952302,763
1952312,761
1952322,764
1952332,760
1952343,764
1952353,760
1952363,765
1952373,759
1952384,765
1952393,760
1952403,765
1952413,760
1952423,765
1952433,760
1952443,764
1952453,760
1952463,765
1952473,760
1952483,764
1952493,760
1952503,765
1952513,760
1952523,764
1952533,760
1952543,765
1952553,760
1952563,764
1952573,760
1952583,765
1952593,760
1952603,764
1952613,760
1952623,765
1952633,760
1952643,764
1952653,760
1952663,765
1952683,764
1952686,770
1952695,745
1952705,773
1952715,746
1952726,770
1952735,745
1952745,773
1952755,746
1952765,770
1952775,746
1952785,773
1952795,745
1952805,770
1952815,746
1952825,774
1952835,745
1952845,771
1952855,746
1952865,774
1952875,745
1952885,771
1952896,749
1952905,774
1952915,745
1952925,771
1952935,749
1952945,774
1952955,745
1952965,772
1952975,748
1952985,774
1952995,745
1953005,772
1953015,748
1953025,774
1953035,745
1953045,773
1953055,748
1953065,770
1953075,745
1953085,773
1953095,747
1953105,769
1953115,745
1953125,773
1953135,747
1953145,770
1953155,745
1953165,773
1953175,747
1953185,770
1953196,748
1953206,769
1953216,750
1953226,768
1953236,752
1953246,770
1953256,750
1953266,768
1953276,752
1953286,770
1953296,750
1953306,768
1953316,752
1953326,770
1953336,749
1953346,768
1953366,767
1953369,765
1953378,758
1953388,765
1953398,760
1953409,765
1953419,761
1953429,764
1953439,762
1953449,763
1953459,761
1953469,764
1953479,762
1953489,763
1953499,761
1953509,764
1953519,762
1953529,763
1953539,761
1953549,764
1953559,762
1953569,763
1953580,763
1953590,762
1953600,763
1953610,761
1953620,764
1953630,762
1953640,763
1953650,761
1953660,764
1953670,762
1953680,763
1953690,761
1953700,764
1953710,762
1953720,763
1953730,762
1953740,764
1953751,761
1953761,763
1953771,761
1953781,764
1953792,760
1953801,763
1953811,761
1953821,764
1953831,760
1953841,763
1953851,761
1953861,764
1953871,760
1953881,763
1953891,761
1953901,764
1953911,760
1953921,763
1953931,761
1953941,764
1953951,760
1953961,764
1953971,761
1953981,764
1953991,760
1954011,759
1954014,749
1954023,765
1954033,759
1954043,772
1954053,759
1954063,765
1954073,759
1954083,771
1954093,759
1954103,765
1954113,760
1954123,770
1954134,751
1954143,765
1954153,760
1954163,770
1954173,751
1954183,765
1954193,760
1954203,769
1954213,752
1954223,765
1954233,760
1954243,768
1954253,754
1954263,765
1954273,760
1954283,768
1954293,755
1954304,774
1954313,760
1954323,766
1954333,755
1954343,774
1954353,760
1954363,766
1954373,756
1954383,774
1954393,760
1954403,765
1954413,757
1954423,773
1954433,760
1954443,765
1954453,758
1954463,773
1954473,748
1954483,765
1954493,759
1954503,772
1954513,748
1954523,765
1954533,759
1954543,772
1954553,749
1954563,765
1954573,759
1954583,771
1954593,750
1954604,775
1954614,745
1954624,773
1954634,747
1954644,770
1954654,745
1954664,774
1954683,770
1954686,767
1954695,748
1954705,770
1954715,750
1954725,768
1954735,748
1954745,769
1954755,750
1954765,768
1954775,748
1954785,769
1954795,749
1954805,768
1954816,751
1954825,770
1954835,749
1954845,768
1954855,751
1954865,770
1954875,749
1954885,768
1954895,751
1954905,770
1954915,749
1954925,769
1954935,751
1954945,770
1954955,748
1954965,769
1954975,751
1954985,768
1954995,748
1955005,769
1955015,751
1955025,768
1955035,748
1955045,769
1955055,751
1955065,768
1955075,748
1955085,769
1955095,750
1955105,768
1955116,753
1955126,767
1955136,756
1955146,766
1955156,758
1955166,767
1955176,756
1955186,766
1955196,758
1955206,767
1955216,756
1955226,766
1955236,758
1955246,767
1955256,756
1955266,766
1955276,758
1955287,766
1955297,758
1955307,765
1955317,760
1955328,764
1955337,758
1955347,765
1955366,764
1955369,762
1955378,761
1955388,764
1955398,762
1955408,763
1955418,761
1955428,763
1955438,762
1955448,763
1955458,761
1955468,763
1955478,762
1955488,763
1955499,762
1955508,763
1955518,762
1955528,763
1955538,762
1955548,764
1955558,762
1955568,763
1955578,763
1955588,764
1955598,762
1955608,763
1955618,762
1955628,764
1955638,762
1955648,763
1955658,762
1955668,762
1955678,762
1955688,763
1955698,762
1955708,762
1955718,762
1955728,763
1955738,762
1955748,762
1955758,762
1955768,763
1955778,762
1955788,762
1955799,763
1955809,761
1955819,763
1955829,760
1955840,763
1955849,761
1955859,763
1955869,761
1955879,763
1955889,761
1955899,764
1955909,761
1955919,763
1955929,762
1955939,764
1955949,761
1955959,763
1955969,762
1955979,764
1955989,761
1955999,763
1956009,761
1956019,764
1956029,761
1956039,763
1956059,762
1956062,766
1956071,760
1956081,765
1956091,759
1956101,764
1956111,760
1956121,765
1956131,759
1956141,764
1956151,760
1956161,765
1956171,759
1956182,765
1956191,760
1956201,764
1956211,759
1956221,765
1956231,760
1956241,764
1956251,759
1956261,765
1956271,760
1956281,764
1956291,760
1956301,765
1956311,760
1956321,764
1956331,760
1956341,765
1956352,759
1956361,764
1956371,759
1956381,765
1956391,759
1956401,764
1956411,760
1956421,765
1956431,759
1956441,764
1956451,760
1956461,765
1956471,759
1956481,764
1956491,760
1956501,765
1956511,760
1956521,765
1956531,760
1956541,765
1956551,760
1956561,765
1956571,760
1956581,765
1956591,760
1956601,765
1956611,760
1956621,765
1956631,760
1956641,765
1956652,759
1956662,771
1956672,751
1956682,774
1956692,745
1956702,770
1956721,773
1956724,768
1956733,748
1956743,774
1956753,746
1956763,770
1956773,748
1956783,774
1956793,746
1956803,770
1956813,748
1956823,774
1956833,745
1956843,770
1956853,748
1956864,770
1956873,745
1956883,770
1956893,748
1956903,770
1956913,745
1956923,771
1956933,748
1956943,770
1956953,744
1956963,771
1956973,748
1956983,770
1956993,744
1957003,772
1957013,748
1957023,770
1957033,748
1957043,772
1957053,748
1957063,770
1957073,748
1957083,772
1957093,747
1957103,770
1957113,748
1957123,773
1957133,747
1957143,770
1957153,748
1957164,769
1957174,750
1957184,768
1957194,753
1957204,767
1957214,750
1957224,768
1957234,753
1957244,767
1957254,750
1957264,768
1957274,753
1957284,767
1957294,749
1957304,768
1957314,752
1957324,767
1957335,756
1957345,766
1957355,758
1957374,757
1957378,763
1957387,763
1957397,762
1957407,762
1957417,763
1957427,763
1957437,762
1957447,762
1957457,762
1957467,763
1957477,762
1957487,762
1957497,762
1957507,763
1957517,762
1957527,763
1957537,762
1957548,762
1957558,764
1957568,761
1957578,763
1957588,760
1957598,763
1957608,761
